learner_id,session_id,task_id,day,question_id,concept_id,correct,source_turn,mastery_before
L135,L135_S02,L135_S02_Q02,3,Q0024,F8,1,L135_S02_T007,0.4932504
L135,L135_S02,L135_S02_Q03,3,Q0020,F7,0,L135_S02_T012,0.28654054
L135,L135_S02,L135_S02_Q04,3,Q0020,F7,1,L135_S02_T017,0.32608657
L135,L135_S02,L135_S02_Q05,3,Q0015,F5,0,L135_S02_T022,0.31393522
L135,L135_S03,L135_S03_Q01,6,Q0014,F5,1,L135_S03_T002,0.33133607
L135,L135_S03,L135_S03_Q02,6,Q0004,F2,1,L135_S03_T007,0.14291526
L135,L135_S03,L135_S03_Q03,6,Q0007,F3,0,L135_S03_T012,0.19002424
L135,L135_S03,L135_S03_Q04,6,Q0010,F4,1,L135_S03_T017,0.18493161
L135,L135_S03,L135_S03_Q05,6,Q0018,F6,0,L135_S03_T022,0.15726283
L135,L135_S04,L135_S04_Q01,8,Q0016,F6,0,L135_S04_T002,0.19592533
L135,L135_S04,L135_S04_Q02,8,Q0005,F2,0,L135_S04_T007,0.36543684
L135,L135_S04,L135_S04_Q03,8,Q0009,F3,0,L135_S04_T012,0.22564965
L135,L135_S04,L135_S04_Q04,8,Q0018,F6,0,L135_S04_T017,0.24049402
L135,L135_S04,L135_S04_Q05,8,Q0009,F3,1,L135_S04_T022,0.26857077
L135,L135_S05,L135_S05_Q01,11,Q0018,F6,0,L135_S05_T002,0.26603105
L135,L135_S05,L135_S05_Q02,11,Q0013,F5,0,L135_S05_T007,0.46717998
L135,L135_S05,L135_S05_Q03,11,Q0024,F8,0,L135_S05_T012,0.53943238
L135,L135_S05,L135_S05_Q04,11,Q0018,F6,1,L135_S05_T017,0.30671389
L135,L135_S05,L135_S05_Q05,11,Q0019,F7,1,L135_S05_T022,0.43657076
L135,L135_S06,L135_S06_Q01,13,Q0002,F1,0,L135_S06_T002,0.34130842
L135,L135_S06,L135_S06_Q02,13,Q0008,F3,0,L135_S06_T007,0.42615402
L135,L135_S06,L135_S06_Q03,13,Q0004,F2,0,L135_S06_T012,0.36224975
L135,L135_S06,L135_S06_Q04,13,Q0007,F3,0,L135_S06_T017,0.45796147
L135,L135_S06,L135_S06_Q05,13,Q0005,F2,0,L135_S06_T022,0.39759933
L135,L135_S07,L135_S07_Q01,16,Q0011,F4,0,L135_S07_T002,0.33591296
L135,L135_S07,L135_S07_Q02,16,Q0021,F7,0,L135_S07_T007,0.53596566
L135,L135_S07,L135_S07_Q03,16,Q0003,F1,0,L135_S07_T012,0.35567672
L135,L135_S07,L135_S07_Q04,16,Q0015,F5,0,L135_S07_T017,0.4491511
L135,L135_S07,L135_S07_Q05,16,Q0012,F4,1,L135_S07_T022,0.37272234
L135,L135_S08,L135_S08_Q01,18,Q0002,F1,0,L135_S08_T002,0.37594564
L135,L135_S08,L135_S08_Q02,18,Q0022,F8,0,L135_S08_T007,0.49070407
L135,L135_S08,L135_S08_Q03,18,Q0017,F6,0,L135_S08_T012,0.43328525
L135,L135_S08,L135_S08_Q04,18,Q0010,F4,0,L135_S08_T017,0.52499924
L135,L135_S08,L135_S08_Q05,18,Q0005,F2,0,L135_S08_T022,0.38972054
L136,L136_S01,L136_S01_Q01,1,Q0018,F6,0,L136_S01_T002,0.28269571
L136,L136_S01,L136_S01_Q02,1,Q0012,F4,0,L136_S01_T007,0.14366367
L136,L136_S01,L136_S01_Q03,1,Q0019,F7,0,L136_S01_T012,0.25530035
L136,L136_S01,L136_S01_Q04,1,Q0001,F1,0,L136_S01_T017,0.23092338
L136,L136_S01,L136_S01_Q05,1,Q0014,F5,0,L136_S01_T022,0.18158895
L136,L136_S02,L136_S02_Q01,3,Q0011,F4,0,L136_S02_T002,0.17805866
L136,L136_S02,L136_S02_Q02,3,Q0014,F5,0,L136_S02_T007,0.21319881
L136,L136_S02,L136_S02_Q03,3,Q0022,F8,0,L136_S02_T012,0.18289322
L136,L136_S02,L136_S02_Q04,3,Q0011,F4,1,L136_S02_T017,0.21608449
L136,L136_S02,L136_S02_Q05,3,Q0006,F2,0,L136_S02_T022,0.2208848
L136,L136_S03,L136_S03_Q01,6,Q0011,F4,0,L136_S03_T002,0.38055423
L136,L136_S03,L136_S03_Q02,6,Q0020,F7,0,L136_S03_T007,0.26955246
L136,L136_S03,L136_S03_Q03,6,Q0006,F2,0,L136_S03_T012,0.24602723
L136,L136_S03,L136_S03_Q04,6,Q0007,F3,0,L136_S03_T017,0.19176157
L136,L136_S03,L136_S03_Q05,6,Q0013,F5,1,L136_S03_T022,0.23900786
L136,L136_S04,L136_S04_Q01,8,Q0023,F8,0,L136_S04_T002,0.20530949
L136,L136_S04,L136_S04_Q02,8,Q0001,F1,1,L136_S04_T007,0.24086018
L136,L136_S04,L136_S04_Q03,8,Q0008,F3,0,L136_S04_T012,0.22262438
L136,L136_S04,L136_S04_Q04,8,Q0023,F8,1,L136_S04_T017,0.2420746
L136,L136_S04,L136_S04_Q05,8,Q0018,F6,0,L136_S04_T022,0.28548622
L136,L136_S05,L136_S05_Q01,11,Q0017,F6,0,L136_S05_T002,0.30502559
L136,L136_S05,L136_S05_Q02,11,Q0002,F1,0,L136_S05_T007,0.39879077
L136,L136_S05,L136_S05_Q03,11,Q0023,F8,0,L136_S05_T012,0.39968466
L136,L136_S05,L136_S05_Q04,11,Q0009,F3,0,L136_S05_T017,0.24761593
L136,L136_S05,L136_S05_Q05,11,Q0004,F2,0,L136_S05_T022,0.26132491
L136,L136_S06,L136_S06_Q01,13,Q0015,F5,0,L136_S06_T002,0.37510285
L136,L136_S06,L136_S06_Q02,13,Q0005,F2,0,L136_S06_T007,0.28707917
L136,L136_S06,L136_S06_Q03,13,Q0001,F1,0,L136_S06_T012,0.41444988
L136,L136_S06,L136_S06_Q04,13,Q0021,F7,0,L136_S06_T017,0.27415717
L136,L136_S06,L136_S06_Q05,13,Q0005,F2,0,L136_S06_T022,0.32006133
L136,L136_S07,L136_S07_Q01,16,Q0016,F6,0,L136_S07_T002,0.31367099
L136,L136_S07,L136_S07_Q02,16,Q0021,F7,1,L136_S07_T007,0.29467914
L136,L136_S07,L136_S07_Q03,16,Q0008,F3,0,L136_S07_T012,0.26273448
L136,L136_S07,L136_S07_Q04,16,Q0021,F7,1,L136_S07_T017,0.45783194
L136,L136_S07,L136_S07_Q05,16,Q0012,F4,0,L136_S07_T022,0.35414396
L136,L136_S08,L136_S08_Q01,18,Q0007,F3,0,L136_S08_T002,0.28838521
L136,L136_S08,L136_S08_Q02,18,Q0013,F5,0,L136_S08_T007,0.37584679
L136,L136_S08,L136_S08_Q03,18,Q0009,F3,0,L136_S08_T012,0.32130695
L136,L136_S08,L136_S08_Q04,18,Q0023,F8,0,L136_S08_T017,0.3863268
L136,L136_S08,L136_S08_Q05,18,Q0012,F4,0,L136_S08_T022,0.37308182
L137,L137_S01,L137_S01_Q01,1,Q0019,F7,0,L137_S01_T002,0.12753861
L137,L137_S01,L137_S01_Q02,1,Q0012,F4,1,L137_S01_T007,0.20260053
L137,L137_S01,L137_S01_Q03,1,Q0009,F3,0,L137_S01_T012,0.26435297
L137,L137_S01,L137_S01_Q04,1,Q0015,F5,0,L137_S01_T017,0.15168138
L137,L137_S01,L137_S01_Q05,1,Q0020,F7,0,L137_S01_T022,0.16126838
L137,L137_S02,L137_S02_Q01,3,Q0015,F5,0,L137_S02_T002,0.17920081
L137,L137_S02,L137_S02_Q02,3,Q0001,F1,0,L137_S02_T007,0.2743194
L137,L137_S02,L137_S02_Q03,3,Q0020,F7,0,L137_S02_T012,0.18815353
L137,L137_S02,L137_S02_Q04,3,Q0015,F5,0,L137_S02_T017,0.2109333
L137,L137_S02,L137_S02_Q05,3,Q0004,F2,0,L137_S02_T022,0.22637427
L137,L137_S03,L137_S03_Q01,6,Q0007,F3,0,L137_S03_T002,0.27230213
L137,L137_S03,L137_S03_Q02,6,Q0022,F8,1,L137_S03_T007,0.26218574
L137,L137_S03,L137_S03_Q03,6,Q0022,F8,1,L137_S03_T012,0.40480701
L137,L137_S03,L137_S03_Q04,6,Q0017,F6,0,L137_S03_T017,0.17773458
L137,L137_S03,L137_S03_Q05,6,Q0012,F4,0,L137_S03_T022,0.33177313
L137,L137_S04,L137_S04_Q01,8,Q0020,F7,0,L137_S04_T002,0.20417528
L137,L137_S04,L137_S04_Q02,8,Q0002,F1,1,L137_S04_T007,0.2812127
L137,L137_S04,L137_S04_Q03,8,Q0017,F6,0,L137_S04_T012,0.20353033
L137,L137_S04,L137_S04_Q04,8,Q0017,F6,0,L137_S04_T017,0.23432223
L137,L137_S04,L137_S04_Q05,8,Q0004,F2,1,L137_S04_T022,0.2383469
L137,L137_S05,L137_S05_Q01,11,Q0001,F1,1,L137_S05_T002,0.40225772
L137,L137_S05,L137_S05_Q02,11,Q0008,F3,1,L137_S05_T007,0.27940914
L137,L137_S05,L137_S05_Q03,11,Q0022,F8,1,L137_S05_T012,0.4834766
L137,L137_S05,L137_S05_Q04,11,Q0015,F5,0,L137_S05_T017,0.21497646
L137,L137_S05,L137_S05_Q05,11,Q0005,F2,0,L137_S05_T022,0.36915105
L137,L137_S06,L137_S06_Q01,13,Q0015,F5,0,L137_S06_T002,0.23830831
L137,L137_S06,L137_S06_Q02,13,Q0004,F2,1,L137_S06_T007,0.38228277
L137,L137_S06,L137_S06_Q03,13,Q0010,F4,0,L137_S06_T012,0.32306633
L137,L137_S06,L137_S06_Q04,13,Q0021,F7,0,L137_S06_T017,0.21849968
L137,L137_S06,L137_S06_Q05,13,Q0001,F1,0,L137_S06_T022,0.502991
L137,L137_S07,L137_S07_Q01,16,Q0022,F8,0,L137_S07_T002,0.5424977
L137,L137_S07,L137_S07_Q02,16,Q0016,F6,1,L137_S07_T007,0.23499677
L137,L137_S07,L137_S07_Q03,16,Q0021,F7,0,L137_S07_T012,0.2381179
L137,L137_S07,L137_S07_Q04,16,Q0013,F5,0,L137_S07_T017,0.25634951
L137,L137_S07,L137_S07_Q05,16,Q0008,F3,1,L137_S07_T022,0.38939805
L137,L137_S08,L137_S08_Q01,18,Q0016,F6,1,L137_S08_T002,0.37192163
L137,L137_S08,L137_S08_Q02,18,Q0019,F7,0,L137_S08_T007,0.25991872
L137,L137_S08,L137_S08_Q03,18,Q0011,F4,1,L137_S08_T012,0.32479537
L137,L137_S08,L137_S08_Q04,18,Q0015,F5,0,L137_S08_T017,0.27694414
L137,L137_S08,L137_S08_Q05,18,Q0021,F7,0,L137_S08_T022,0.28853062
L138,L138_S01,L138_S01_Q01,1,Q0014,F5,0,L138_S01_T002,0.13224428
L138,L138_S01,L138_S01_Q02,1,Q0018,F6,0,L138_S01_T007,0.15904939
L138,L138_S01,L138_S01_Q03,1,Q0003,F1,0,L138_S01_T012,0.10980527
L138,L138_S01,L138_S01_Q04,1,Q0013,F5,0,L138_S01_T017,0.16422498
L138,L138_S01,L138_S01_Q05,1,Q0010,F4,0,L138_S01_T022,0.26008631
L138,L138_S02,L138_S02_Q01,3,Q0008,F3,0,L138_S02_T002,0.2586719
L138,L138_S02,L138_S02_Q02,3,Q0024,F8,0,L138_S02_T007,0.28024935
L138,L138_S02,L138_S02_Q03,3,Q0005,F2,0,L138_S02_T012,0.19573687
L138,L138_S02,L138_S02_Q04,3,Q0019,F7,0,L138_S02_T017,0.1351883
L138,L138_S02,L138_S02_Q05,3,Q0011,F4,0,L138_S02_T022,0.27869881
L138,L138_S03,L138_S03_Q01,6,Q0002,F1,0,L138_S03_T002,0.13211378
L138,L138_S03,L138_S03_Q02,6,Q0019,F7,0,L138_S03_T007,0.15956854
L138,L138_S03,L138_S03_Q03,6,Q0020,F7,1,L138_S03_T012,0.19054222
L138,L138_S03,L138_S03_Q04,6,Q0004,F2,0,L138_S03_T017,0.21527034
L138,L138_S03,L138_S03_Q05,6,Q0001,F1,0,L138_S03_T022,0.16409929
L138,L138_S04,L138_S04_Q01,8,Q0007,F3,1,L138_S04_T002,0.26493834
L138,L138_S04,L138_S04_Q02,8,Q0017,F6,0,L138_S04_T007,0.1707477
L138,L138_S04,L138_S04_Q03,8,Q0023,F8,0,L138_S04_T012,0.28419058
L138,L138_S04,L138_S04_Q04,8,Q0018,F6,1,L138_S04_T017,0.20130937
L138,L138_S04,L138_S04_Q05,8,Q0020,F7,0,L138_S04_T022,0.32946939
L138,L138_S05,L138_S05_Q01,11,Q0016,F6,0,L138_S05_T002,0.33285795
L138,L138_S05,L138_S05_Q02,11,Q0006,F2,0,L138_S05_T007,0.22621379
L138,L138_S05,L138_S05_Q03,11,Q0014,F5,0,L138_S05_T012,0.16736827
L138,L138_S05,L138_S05_Q04,11,Q0018,F6,0,L138_S05_T017,0.35744514
L138,L138_S05,L138_S05_Q05,11,Q0003,F1,1,L138_S05_T022,0.180557
L138,L138_S06,L138_S06_Q01,13,Q0013,F5,0,L138_S06_T002,0.19208806
L138,L138_S06,L138_S06_Q02,13,Q0024,F8,0,L138_S06_T007,0.28770709
L138,L138_S06,L138_S06_Q03,13,Q0014,F5,0,L138_S06_T012,0.22186325
L138,L138_S06,L138_S06_Q04,13,Q0009,F3,1,L138_S06_T017,0.37091325
L138,L138_S06,L138_S06_Q05,13,Q0012,F4,0,L138_S06_T022,0.26198684
L138,L138_S07,L138_S07_Q01,16,Q0004,F2,1,L138_S07_T002,0.23597796
L138,L138_S07,L138_S07_Q02,16,Q0014,F5,0,L138_S07_T007,0.23930537
L138,L138_S07,L138_S07_Q03,16,Q0019,F7,1,L138_S07_T012,0.31339239
L138,L138_S07,L138_S07_Q04,16,Q0021,F7,0,L138_S07_T017,0.43991529
L138,L138_S07,L138_S07_Q05,16,Q0013,F5,0,L138_S07_T022,0.26734039
L138,L138_S08,L138_S08_Q01,18,Q0023,F8,0,L138_S08_T002,0.29084466
L138,L138_S08,L138_S08_Q02,18,Q0008,F3,0,L138_S08_T007,0.45099569
L138,L138_S08,L138_S08_Q03,18,Q0011,F4,1,L138_S08_T012,0.26789605
L138,L138_S08,L138_S08_Q04,18,Q0002,F1,0,L138_S08_T017,0.29789558
L138,L138_S08,L138_S08_Q05,18,Q0002,F1,0,L138_S08_T022,0.32377128
L139,L139_S01,L139_S01_Q01,1,Q0007,F3,0,L139_S01_T002,0.14672019
L139,L139_S01,L139_S01_Q02,1,Q0006,F2,0,L139_S01_T007,0.20235619
L139,L139_S01,L139_S01_Q03,1,Q0018,F6,0,L139_S01_T012,0.19764049
L139,L139_S01,L139_S01_Q04,1,Q0017,F6,1,L139_S01_T017,0.23771205
L139,L139_S01,L139_S01_Q05,1,Q0014,F5,0,L139_S01_T022,0.32922011
L139,L139_S02,L139_S02_Q01,3,Q0001,F1,0,L139_S02_T002,0.22976248
L139,L139_S02,L139_S02_Q02,3,Q0008,F3,0,L139_S02_T007,0.18382522
L139,L139_S02,L139_S02_Q03,3,Q0012,F4,0,L139_S02_T012,0.26132863
L139,L139_S02,L139_S02_Q04,3,Q0001,F1,1,L139_S02_T017,0.2682298
L139,L139_S02,L139_S02_Q05,3,Q0012,F4,0,L139_S02_T022,0.29821946
L139,L139_S03,L139_S03_Q01,6,Q0023,F8,0,L139_S03_T002,0.18329983
L139,L139_S03,L139_S03_Q02,6,Q0005,F2,0,L139_S03_T007,0.22495557
L139,L139_S03,L139_S03_Q03,6,Q0019,F7,0,L139_S03_T012,0.24942259
L139,L139_S03,L139_S03_Q04,6,Q0008,F3,0,L139_S03_T017,0.21485528
L139,L139_S03,L139_S03_Q05,6,Q0023,F8,0,L139_S03_T022,0.22408759
L139,L139_S04,L139_S04_Q01,8,Q0022,F8,1,L139_S04_T002,0.25518979
L139,L139_S04,L139_S04_Q02,8,Q0007,F3,1,L139_S04_T007,0.2466738
L139,L139_S04,L139_S04_Q03,8,Q0021,F7,1,L139_S04_T012,0.27855909
L139,L139_S04,L139_S04_Q04,8,Q0008,F3,0,L139_S04_T017,0.43478744
L139,L139_S04,L139_S04_Q05,8,Q0015,F5,0,L139_S04_T022,0.32710185
L139,L139_S05,L139_S05_Q01,11,Q0006,F2,0,L139_S05_T002,0.24489823
L139,L139_S05,L139_S05_Q02,11,Q0005,F2,0,L139_S05_T007,0.28260963
L139,L139_S05,L139_S05_Q03,11,Q0015,F5,0,L139_S05_T012,0.34507817
L139,L139_S05,L139_S05_Q04,11,Q0018,F6,0,L139_S05_T017,0.36930169
L139,L139_S05,L139_S05_Q05,11,Q0003,F1,1,L139_S05_T022,0.4007164
L139,L139_S06,L139_S06_Q01,13,Q0008,F3,0,L139_S06_T002,0.43006286
L139,L139_S06,L139_S06_Q02,13,Q0019,F7,1,L139_S06_T007,0.42606448
L139,L139_S06,L139_S06_Q03,13,Q0010,F4,0,L139_S06_T012,0.28751899
L139,L139_S06,L139_S06_Q04,13,Q0005,F2,0,L139_S06_T017,0.30917119
L139,L139_S06,L139_S06_Q05,13,Q0004,F2,1,L139_S06_T022,0.34367266
L139,L139_S07,L139_S07_Q01,16,Q0007,F3,1,L139_S07_T002,0.43865854
L139,L139_S07,L139_S07_Q02,16,Q0011,F4,0,L139_S07_T007,0.30910165
L139,L139_S07,L139_S07_Q03,16,Q0010,F4,0,L139_S07_T012,0.34360659
L139,L139_S07,L139_S07_Q04,16,Q0016,F6,0,L139_S07_T017,0.37227542
L139,L139_S07,L139_S07_Q05,16,Q0012,F4,1,L139_S07_T022,0.37638829
L139,L139_S08,L139_S08_Q01,18,Q0019,F7,0,L139_S08_T002,0.52885976
L139,L139_S08,L139_S08_Q02,18,Q0023,F8,1,L139_S08_T007,0.38061493
L139,L139_S08,L139_S08_Q03,18,Q0001,F1,1,L139_S08_T012,0.49631925
L139,L139_S08,L139_S08_Q04,18,Q0013,F5,0,L139_S08_T017,0.34068847
L139,L139_S08,L139_S08_Q05,18,Q0024,F8,0,L139_S08_T022,0.53528203
L140,L140_S01,L140_S01_Q01,1,Q0018,F6,1,L140_S01_T002,0.19833985
L140,L140_S01,L140_S01_Q02,1,Q0023,F8,0,L140_S01_T007,0.15488789
L140,L140_S01,L140_S01_Q03,1,Q0020,F7,1,L140_S01_T012,0.3317447
L140,L140_S01,L140_S01_Q04,1,Q0019,F7,0,L140_S01_T017,0.46154349
L140,L140_S01,L140_S01_Q05,1,Q0008,F3,0,L140_S01_T022,0.21692575
L140,L140_S02,L140_S02_Q01,3,Q0012,F4,0,L140_S02_T002,0.2001289
L140,L140_S02,L140_S02_Q02,3,Q0006,F2,0,L140_S02_T007,0.11426926
L140,L140_S02,L140_S02_Q03,3,Q0008,F3,0,L140_S02_T012,0.24189581
L140,L140_S02,L140_S02_Q04,3,Q0013,F5,0,L140_S02_T017,0.13951825
L140,L140_S02,L140_S02_Q05,3,Q0022,F8,0,L140_S02_T022,0.18358179
L140,L140_S03,L140_S03_Q01,6,Q0006,F2,0,L140_S03_T002,0.14379049
L140,L140_S03,L140_S03_Q02,6,Q0015,F5,0,L140_S03_T007,0.16726097
L140,L140_S03,L140_S03_Q03,6,Q0017,F6,1,L140_S03_T012,0.33486862
L140,L140_S03,L140_S03_Q04,6,Q0002,F1,0,L140_S03_T017,0.20201008
L140,L140_S03,L140_S03_Q05,6,Q0005,F2,0,L140_S03_T022,0.17705172
L140,L140_S04,L140_S04_Q01,8,Q0010,F4,0,L140_S04_T002,0.21867538
L140,L140_S04,L140_S04_Q02,8,Q0002,F1,1,L140_S04_T007,0.22787546
L140,L140_S04,L140_S04_Q03,8,Q0013,F5,1,L140_S04_T012,0.19521217
L140,L140_S04,L140_S04_Q04,8,Q0006,F2,1,L140_S04_T017,0.20441524
L140,L140_S04,L140_S04_Q05,8,Q0015,F5,1,L140_S04_T022,0.35153041
L140,L140_S05,L140_S05_Q01,11,Q0005,F2,0,L140_S05_T002,0.34714786
L140,L140_S05,L140_S05_Q02,11,Q0020,F7,0,L140_S05_T007,0.43159904
L140,L140_S05,L140_S05_Q03,11,Q0022,F8,0,L140_S05_T012,0.19693963
L140,L140_S05,L140_S05_Q04,11,Q0011,F4,0,L140_S05_T017,0.24084237
L140,L140_S05,L140_S05_Q05,11,Q0015,F5,0,L140_S05_T022,0.46179182
L140,L140_S06,L140_S06_Q01,13,Q0016,F6,0,L140_S06_T002,0.42924727
L140,L140_S06,L140_S06_Q02,13,Q0001,F1,1,L140_S06_T007,0.357378
L140,L140_S06,L140_S06_Q03,13,Q0008,F3,0,L140_S06_T012,0.24274016
L140,L140_S06,L140_S06_Q04,13,Q0017,F6,0,L140_S06_T017,0.45141934
L140,L140_S06,L140_S06_Q05,13,Q0023,F8,1,L140_S06_T022,0.22310937
L140,L140_S07,L140_S07_Q01,16,Q0011,F4,0,L140_S07_T002,0.25568714
L140,L140_S07,L140_S07_Q02,16,Q0023,F8,0,L140_S07_T007,0.36171583
L140,L140_S07,L140_S07_Q03,16,Q0014,F5,0,L140_S07_T012,0.45654766
L140,L140_S07,L140_S07_Q04,16,Q0023,F8,0,L140_S07_T017,0.3865113
L140,L140_S07,L140_S07_Q05,16,Q0021,F7,1,L140_S07_T022,0.42910003
L140,L140_S08,L140_S08_Q01,18,Q0002,F1,0,L140_S08_T002,0.4560731
L140,L140_S08,L140_S08_Q02,18,Q0008,F3,0,L140_S08_T007,0.25741238
L140,L140_S08,L140_S08_Q03,18,Q0012,F4,0,L140_S08_T012,0.27833054
L140,L140_S08,L140_S08_Q04,18,Q0006,F2,1,L140_S08_T017,0.34456398
L140,L140_S08,L140_S08_Q05,18,Q0008,F3,0,L140_S08_T022,0.28625973
L141,L141_S01,L141_S01_Q01,1,Q0012,F4,0,L141_S01_T002,0.12161949
L141,L141_S01,L141_S01_Q02,1,Q0013,F5,0,L141_S01_T007,0.12761755
L141,L141_S01,L141_S01_Q03,1,Q0003,F1,0,L141_S01_T012,0.31767903
L141,L141_S01,L141_S01_Q04,1,Q0019,F7,0,L141_S01_T017,0.27216826
L141,L141_S01,L141_S01_Q05,1,Q0015,F5,0,L141_S01_T022,0.17521621
L141,L141_S02,L141_S02_Q01,3,Q0023,F8,0,L141_S02_T002,0.18347002
L141,L141_S02,L141_S02_Q02,3,Q0005,F2,0,L141_S02_T007,0.30209292
L141,L141_S02,L141_S02_Q03,3,Q0002,F1,0,L141_S02_T012,0.34840757
L141,L141_S02,L141_S02_Q04,3,Q0007,F3,1,L141_S02_T017,0.29565075
L141,L141_S02,L141_S02_Q05,3,Q0018,F6,0,L141_S02_T022,0.13973194
L141,L141_S03,L141_S03_Q01,6,Q0023,F8,1,L141_S03_T002,0.22178582
L141,L141_S03,L141_S03_Q02,6,Q0004,F2,0,L141_S03_T007,0.33086959
L141,L141_S03,L141_S03_Q03,6,Q0012,F4,1,L141_S03_T012,0.16188877
L141,L141_S03,L141_S03_Q04,6,Q0020,F7,0,L141_S03_T017,0.29779554
L141,L141_S03,L141_S03_Q05,6,Q0013,F5,0,L141_S03_T022,0.21027281
L141,L141_S04,L141_S04_Q01,8,Q0016,F6,1,L141_S04_T002,0.17823965
L141,L141_S04,L141_S04_Q02,8,Q0014,F5,0,L141_S04_T007,0.24872141
L141,L141_S04,L141_S04_Q03,8,Q0014,F5,0,L141_S04_T012,0.28971244
L141,L141_S04,L141_S04_Q04,8,Q0009,F3,0,L141_S04_T017,0.46577408
L141,L141_S04,L141_S04_Q05,8,Q0015,F5,0,L141_S04_T022,0.32846693
L141,L141_S05,L141_S05_Q01,11,Q0001,F1,1,L141_S05_T002,0.35659444
L141,L141_S05,L141_S05_Q02,11,Q0007,F3,1,L141_S05_T007,0.48138823
L141,L141_S05,L141_S05_Q03,11,Q0016,F6,1,L141_S05_T012,0.3914182
L141,L141_S05,L141_S05_Q04,11,Q0024,F8,1,L141_S05_T017,0.41448584
L141,L141_S05,L141_S05_Q05,11,Q0013,F5,1,L141_S05_T022,0.35512272
L141,L141_S06,L141_S06_Q01,13,Q0015,F5,1,L141_S06_T002,0.52132465
L141,L141_S06,L141_S06_Q02,13,Q0021,F7,1,L141_S06_T007,0.31505262
L141,L141_S06,L141_S06_Q03,13,Q0012,F4,0,L141_S06_T012,0.36606672
L141,L141_S06,L141_S06_Q04,13,Q0018,F6,0,L141_S06_T017,0.54723502
L141,L141_S06,L141_S06_Q05,13,Q0024,F8,0,L141_S06_T022,0.56370239
L141,L141_S07,L141_S07_Q01,16,Q0021,F7,0,L141_S07_T002,0.48818681
L141,L141_S07,L141_S07_Q02,16,Q0007,F3,0,L141_S07_T007,0.5947412
L141,L141_S07,L141_S07_Q03,16,Q0004,F2,0,L141_S07_T012,0.33494621
L141,L141_S07,L141_S07_Q04,16,Q0020,F7,1,L141_S07_T017,0.5161122
L141,L141_S07,L141_S07_Q05,16,Q0005,F2,1,L141_S07_T022,0.37123267
L141,L141_S08,L141_S08_Q01,18,Q0005,F2,0,L141_S08_T002,0.53282511
L141,L141_S08,L141_S08_Q02,18,Q0006,F2,1,L141_S08_T007,0.55831496
L141,L141_S08,L141_S08_Q03,18,Q0011,F4,1,L141_S08_T012,0.38256167
L141,L141_S08,L141_S08_Q04,18,Q0011,F4,0,L141_S08_T017,0.55100408
L141,L141_S08,L141_S08_Q05,18,Q0003,F1,1,L141_S08_T022,0.49878488
L142,L142_S01,L142_S01_Q01,1,Q0001,F1,0,L142_S01_T002,0.30108729
L142,L142_S01,L142_S01_Q02,1,Q0005,F2,0,L142_S01_T007,0.2768319
L142,L142_S01,L142_S01_Q03,1,Q0003,F1,1,L142_S01_T012,0.33885104
L142,L142_S01,L142_S01_Q04,1,Q0022,F8,0,L142_S01_T017,0.10996146
L142,L142_S01,L142_S01_Q05,1,Q0024,F8,0,L142_S01_T022,0.15805215
L142,L142_S02,L142_S02_Q01,3,Q0006,F2,0,L142_S02_T002,0.30813233
L142,L142_S02,L142_S02_Q02,3,Q0019,F7,0,L142_S02_T007,0.31191971
L142,L142_S02,L142_S02_Q03,3,Q0010,F4,0,L142_S02_T012,0.20400062
L142,L142_S02,L142_S02_Q04,3,Q0016,F6,0,L142_S02_T017,0.251351
L142,L142_S02,L142_S02_Q05,3,Q0020,F7,0,L142_S02_T022,0.34909816
L142,L142_S03,L142_S03_Q01,6,Q0013,F5,1,L142_S03_T002,0.17074246
L142,L142_S03,L142_S03_Q02,6,Q0016,F6,1,L142_S03_T007,0.28109756
L142,L142_S03,L142_S03_Q03,6,Q0014,F5,0,L142_S03_T012,0.39477526
L142,L142_S03,L142_S03_Q04,6,Q0007,F3,1,L142_S03_T017,0.28925682
L142,L142_S03,L142_S03_Q05,6,Q0007,F3,0,L142_S03_T022,0.4812717
L142,L142_S04,L142_S04_Q01,8,Q0014,F5,1,L142_S04_T002,0.41695741
L142,L142_S04,L142_S04_Q02,8,Q0023,F8,0,L142_S04_T007,0.18654601
L142,L142_S04,L142_S04_Q03,8,Q0023,F8,1,L142_S04_T012,0.23049867
L142,L142_S04,L142_S04_Q04,8,Q0012,F4,1,L142_S04_T017,0.23209328
L142,L142_S04,L142_S04_Q05,8,Q0006,F2,1,L142_S04_T022,0.32464983
L142,L142_S05,L142_S05_Q01,11,Q0017,F6,1,L142_S05_T002,0.44661248
L142,L142_S05,L142_S05_Q02,11,Q0014,F5,1,L142_S05_T007,0.55339849
L142,L142_S05,L142_S05_Q03,11,Q0001,F1,0,L142_S05_T012,0.45685518
L142,L142_S05,L142_S05_Q04,11,Q0022,F8,0,L142_S05_T017,0.42230575
L142,L142_S05,L142_S05_Q05,11,Q0008,F3,1,L142_S05_T022,0.47854321
L142,L142_S06,L142_S06_Q01,13,Q0020,F7,1,L142_S06_T002,0.33925748
L142,L142_S06,L142_S06_Q02,13,Q0011,F4,0,L142_S06_T007,0.41300709
L142,L142_S06,L142_S06_Q03,13,Q0019,F7,0,L142_S06_T012,0.51776415
L142,L142_S06,L142_S06_Q04,13,Q0005,F2,0,L142_S06_T017,0.47647908
